timestamp,lighting_energy_kwh,appliance_energy_kwh,hvac_energy_kwh,occupancy_factor,outdoor_temperature,total_energy_kwh,cumulative_energy_kwh,hour,day_of_week,is_weekend,is_peak_hour,temperature,humidity,cloud_cover,wind_speed,carbon_intensity,renewable_percentage,grid_price_per_kwh,ldr_lux,current_a,power_w,indoor_temperature_c,indoor_humidity_pct,energy_cost,carbon_footprint
2025-12-31 19:00:00,0.19088646901633471,1.276085201365214,0.34917180473181086,0.9,21.37266175297705,1.8161434751133596,1.8161434751133596,19,2,False,True,22.189673175350446,75.744396477406,4.97611969811928,3.4652893236984066,665.4671433211251,22.42214277981247,8.318064136621937,694.0615207404841,4.393599610622924,1010.5279104432724,23.416666666666668,57.98333333333333,15.106797907300372,1.2085838102449884
2025-12-31 20:00:00,0.2,1.2945627497000713,0.6119459218582158,0.9,20.016720600881136,2.106508671558287,3.9226521466716466,20,2,False,True,22.742567190150556,73.92516846443218,2.8389116495542597,4.358862902478057,572.795097427007,37.8674837621655,7.733287383117248,645.7469073052251,4.371590323803107,1005.4657744747146,23.291666666666668,58.14166666666667,16.290236932188776,1.2065978397560642
2025-12-31 21:00:00,0.14278546986374085,0.3917890129553753,0.628358316314454,0.9,19.673729270522887,1.16293279913357,5.085584945805216,21,2,False,True,20.85267641036399,80.30818366417954,7.254246275847821,6.422910021791942,550.1642845724865,41.63928590458558,6.153187444706157,603.754086434819,4.482900725536858,1031.0671668734774,22.650000000000002,60.791666666666664,7.155743498665671,0.6398040914411998
2025-12-31 22:00:00,0.16863266176792366,0.3357343767548615,0.9174822335285548,0.9,17.40824296946375,1.42184927205134,6.507434217856556,22,2,False,True,18.076665697463714,78.83231050913072,93.55732513377924,3.6081723552732843,540.194395939403,43.3009340100995,6.636292325757634,584.6597086651345,4.433305614739495,1019.6602913900839,22.183333333333334,64.875,9.435807412498386,0.7680750086326535
2025-12-31 23:00:00,0.15963105738398714,0.23513789752378078,0.45,0.9,14.035966619204537,0.8447689549077679,7.352203172764324,23,2,False,False,21.320560726227296,85.0606650416741,90.22291205659614,2.3248809357791504,525.0609605429195,45.82317324284676,5.537046036458534,597.2214603316305,4.559327784188643,1048.6453903633878,21.941666666666666,66.85833333333333,4.677524593495274,0.4435551989007109
2026-01-01 00:00:00,0.0,0.28085421978896874,0.3456734373137393,0.0,16.574896046482795,0.6265276571027081,7.9787308298670325,0,3,False,False,18.4687593778961,81.37605934851803,1.5916544395823298,2.7584166693351806,474.41357865708363,54.26440355715273,5.779519810206471,589.1903182895409,1.0636594628734888,244.6416764609024,22.0,68.375,3.6210290058673484,0.2972332279337339
2026-01-01 01:00:00,0.0,0.23850078221170765,0.43347334121949865,0.0,14.12115248303613,0.6719741234312063,8.65070495329824,1,3,False,False,23.6293637903995,69.6585068605079,7.242602089337472,3.3814153489623413,520.0129503500518,46.66450827499137,6.151188295330227,599.1282478099369,0.9315543241373249,214.25749455158473,21.925,70.35833333333333,4.133439362814825,0.3494352464843515
2026-01-01 02:00:00,0.0,0.16290621447359954,0.2324361734868192,0.0,18.723340748774866,0.39534238796041876,9.046047341258658,2,3,False,False,15.622121704729464,84.6829482350653,0.2613739449325898,2.1084252817659,494.66709850342215,50.8888169160963,5.826737598345619,571.7853989897344,1.0516189783523442,241.8723650210392,22.258333333333336,72.21666666666667,2.3035563561487122,0.1955628719677946
2026-01-01 03:00:00,0.0,0.19759802073202257,0.16067445458554394,0.0,20.569900549639332,0.3582724753175665,9.404319816576225,3,3,False,False,23.822278320479118,67.06535784495601,88.30869562807995,3.19442948481654,463.2842033312794,56.119299444786776,5.823742388816031,634.9051292007715,1.0790387741432912,248.178918052957,22.866666666666664,74.78333333333333,2.0864866012529575,0.16598197830302425
2026-01-01 04:00:00,0.0,0.19575582960944132,0.0,0.0,23.978475103858607,0.19575582960944132,9.600075646185665,4,3,False,False,20.033125761617388,83.47855839887126,86.40545111599374,3.1306448540199128,549.5528179510849,41.74119700815252,6.677848539632931,673.9591428211016,0.875316890865789,201.32288489913148,22.958333333333332,76.47500000000001,1.3072277808820407,0.1075781677922209
2026-01-01 05:00:00,0.0,0.3664093988024486,0.0,0.0,22.360536981411613,0.3664093988024486,9.966485044988113,5,3,False,False,27.464087099987047,66.06200174327259,95.61255072379663,5.114617331201643,498.0158167188662,50.3306972135223,5.833184176583632,776.528092742336,0.8737239147625974,200.9565003953974,23.958333333333332,75.63333333333334,2.1373335072459647,0.1824776759980702
2026-01-01 06:00:00,0.053231133462774305,0.1664381227200534,0.0,0.8,24.821367394599132,0.2196692561828277,10.18615430117094,6,3,False,True,23.421293820178757,76.68313087436583,89.10250065394997,2.332027362893002,520.4689239326856,46.58851267788574,5.952713254202298,810.9607589465745,3.019610747862369,694.5104720083449,24.608333333333334,73.93333333333334,1.3076280928202786,0.11433102138656977
