timestamp,hour,days_since_cleaning,solar_irradiance,temperature_c,ldr_raw,ldr_lux,expected_power_kw,actual_power_kw,power_loss_kw,efficiency_ratio,dust_percentage,revenue_loss_per_hour,needs_cleaning,cumulative_power_loss_kwh,cumulative_revenue_loss
2026-01-01 06:04:02.238246,6,0.0,0.15038660257607409,23.364161097439364,153,150.3866025760741,0.3158118654097556,0.3195212036785625,-0.0037093382688069276,1.0117454050182508,0.0,-0.022256029612841566,False,-0.00030911152240057727,-0.0018546691344034636
2026-01-01 06:09:02.238246,6,0.0,0.1179092402492486,23.560385907646474,120,117.90924024924861,0.24760940452342206,0.25121111531031726,-0.003601710786895196,1.0145459369518999,11.62709337202261,-0.021610264721371175,False,-0.0006092540879751769,-0.0036555245278510613
2026-01-01 06:14:02.238246,6,0.0,0.11316791831291194,23.348876590551,115,113.16791831291194,0.23765262845711504,0.1774378636314217,0.06021476482569335,0.7466269772961537,3.362419684667049,0.3612885889541601,False,0.004408642980832602,0.02645185788499561
2026-01-01 06:19:02.238246,6,0.0,0.1250622741229911,21.967788395886075,127,125.06227412299108,0.26263077565828125,0.2540748099578717,0.008555965700409562,0.9674220750444645,0.0,0.051335794202457374,False,0.005121640122533399,0.03072984073520039
2026-01-01 06:24:02.238246,6,0.0,0.13004005189893897,24.039880609479997,133,130.04005189893897,0.2730841089877718,0.2942774956105229,-0.02119338662275111,1.0776075426040266,7.618842148080786,-0.12716031973650666,False,0.0033555245706374734,0.02013314742382484
2026-01-01 06:29:02.238246,6,0.0,0.2876888433859203,25.941491784154575,294,287.68884338592034,0.6013025759448045,0.612042887504051,-0.010740311559246485,1.0178617421393392,0.0,-0.06444186935547891,False,0.002460498607366933,0.014762991644201598
2026-01-01 06:34:02.238246,6,0.0,0.02839446864875525,25.443622973278348,29,28.39446864875525,0.059496121557016515,0.029930661255124842,0.029565460301891673,1.0,0.4583827040996047,0.17739276181135005,False,0.004924286965857906,0.029545721795147434
2026-01-01 06:39:02.238246,6,0.0,0.19673104703602817,23.711817607986607,201,196.73104703602817,0.41313519877565913,0.3901361506114719,0.02299904816418724,0.9443304559080279,12.702585765576298,0.13799428898512345,False,0.006840874312873509,0.04104524587724105
2026-01-01 06:44:02.238246,6,0.22350447403703752,0.14798656080668787,25.054229879143083,151,147.98656080668786,0.3106875121143174,0.2628469519007148,0.04784056021360261,0.846017112538467,4.810977494391397,0.28704336128161567,False,0.010827587664007059,0.06496552598404236
2026-01-01 06:49:02.238246,6,0.0,0.12921331048082077,25.773880073051146,132,129.21331048082078,0.2702979981451058,0.25992706925644127,0.010370928888664532,0.9616314994567697,5.392227547505609,0.062225573331987194,False,0.011691831738062437,0.07015099042837462
2026-01-01 06:54:02.238246,6,0.27442009258185585,0.18344694975159176,26.54655466291946,187,183.44694975159175,0.3822596317552075,0.40931648492257616,-0.027056853167368666,1.0707813509973123,0.0,-0.162341119004212,False,0.009437093974115048,0.05662256384469029
2026-01-01 06:59:02.238246,6,0.0,0.13981320680181494,26.04669773986756,143,139.81320680181494,0.29207114152439884,0.32305658123406594,-0.030985439709667106,1.1060886726019752,1.6147444551498422,-0.18591263825800264,False,0.006854973998309456,0.04112984398985674
2026-01-01 07:04:02.238246,7,0.0,0.3527446815592218,23.392951154251357,360,352.74468155922176,0.7936755335082489,0.7550481394233837,0.03862739408486526,0.9513310005738462,3.416121477497377,0.23176436450919158,False,0.010073923505381562,0.06044354103228937
2026-01-01 07:09:02.238246,7,0.36186595023542545,0.2074798488746039,24.86925711363536,212,207.4798488746039,0.4668296599678588,0.4361537253016034,0.0306759346662554,0.9342888053249071,1.319374867373849,0.1840556079975324,False,0.012630251394236177,0.07578150836541706
2026-01-01 07:14:02.238246,7,0.0,0.22072399307188306,25.954177961783074,225,220.72399307188306,0.4942596222511949,0.4855318020641726,0.008727820187022284,0.9823416281765647,4.955922491246493,0.0523669211221337,False,0.0133575697431547,0.0801454184589282
