timestamp,sensor_id,ldr_raw,ldr_lux,is_daylight,room_lights_on,current_a,current_adc,voltage_v,power_w,energy_kwh,indoor_temperature_c,indoor_humidity_pct,outdoor_temperature_c,data_quality
2025-12-27 21:20:40.334329,ESP32_NODE_001,667.0,652.4899130990642,False,True,4.618361198008231,604,230,1062.2230755418932,0.08851858962849109,22.2,60.1,19.420622039367775,good
2025-12-27 21:25:40.334329,ESP32_NODE_001,592.0,579.3368186496787,False,True,4.096165110588514,593,230,942.1179754353583,0.07850983128627985,24.9,56.5,24.365374789338787,good
2025-12-27 21:30:40.334329,ESP32_NODE_001,633.0,619.5393353536585,False,True,4.688332517020946,605,230,1078.3164789148175,0.08985970657623478,23.0,60.5,19.457951515147766,good
2025-12-27 21:35:40.334329,ESP32_NODE_001,637.0,623.6489753616447,False,True,4.351255429870231,599,230,1000.7887488701532,0.0833990624058461,22.3,62.7,18.32258725873976,good
2025-12-27 21:40:40.334329,ESP32_NODE_001,608.0,594.3994358852358,False,True,4.244457439993892,596,230,976.225211198595,0.08135210093321625,22.5,66.2,18.050916471388607,good
2025-12-27 21:45:40.334329,ESP32_NODE_001,680.0,665.4321788252931,False,True,4.293461861626218,597,230,987.4962281740302,0.08229135234783584,22.7,61.7,21.528272507758462,good
2025-12-27 21:50:40.334329,ESP32_NODE_001,661.0,646.8681058642132,False,True,4.075124083495708,593,230,937.2785392040128,0.07810654493366773,23.2,59.5,18.517739035930607,good
2025-12-27 21:55:40.334329,ESP32_NODE_001,611.0,597.8069516365325,False,True,4.395276305925326,599,230,1010.9135503628249,0.08424279586356875,23.2,53.3,22.28377202785207,good
2025-12-27 22:00:40.334329,ESP32_NODE_001,635.0,620.7582284561526,False,True,4.486432806551251,601,230,1031.8795455067877,0.08598996212556564,22.8,63.9,19.155115695477733,good
2025-12-27 22:05:40.334329,ESP32_NODE_001,613.0,600.1844022738468,False,True,4.729572715477854,606,230,1087.8017245599065,0.09065014371332554,23.6,56.4,20.01419874887243,good
2025-12-27 22:10:40.334329,ESP32_NODE_001,667.0,652.8702615563885,False,True,4.676185450098914,605,230,1075.5226535227503,0.08962688779356251,22.4,62.2,16.220862027272148,good
2025-12-27 22:15:40.334329,ESP32_NODE_001,599.0,585.8082284625425,False,True,4.211482477897366,596,230,968.6409699163943,0.08072008082636618,22.5,59.6,17.478731504983788,good
2025-12-27 22:20:40.334329,ESP32_NODE_001,590.0,577.6999930241623,False,True,4.181435807769675,595,230,961.7302357870252,0.08014418631558543,23.6,63.6,19.160117964451462,good
2025-12-27 22:25:40.334329,ESP32_NODE_001,583.0,570.7746283686051,False,True,4.718362075404762,606,230,1085.2232773430953,0.09043527311192462,22.7,67.1,19.593249099044794,good
2025-12-27 22:30:40.334329,ESP32_NODE_001,586.0,573.4603746805872,False,True,4.291873506050062,597,230,987.1309063915143,0.08226090886595952,20.7,59.7,14.28158884041126,good
2025-12-27 22:35:40.334329,ESP32_NODE_001,617.0,603.1602223204432,False,True,4.596897593581624,603,230,1057.2864465237735,0.08810720387698112,22.7,56.6,20.17691458402144,good
