timestamp,temperature,humidity,cloud_cover,wind_speed,solar_radiation_proxy,is_daylight
2025-12-27 10:00:00,30.67092686709702,53.46895003332801,14.397395472305718,4.240444857487483,0.8560260452769428,True
2025-12-27 11:00:00,34.96889046912123,52.117743836356304,13.107438657914,4.1843698672413066,0.8689256134208599,True
2025-12-27 12:00:00,31.44256556102881,52.01338568410695,17.20407105255701,3.531962563473979,0.8279592894744299,True
2025-12-27 13:00:00,31.254375240635888,62.78576005297059,35.6760999562829,3.923682686082195,0.6432390004371711,True
2025-12-27 14:00:00,28.386469515226608,57.67498519066471,19.950621606695854,3.7243365579099823,0.8004937839330415,True
2025-12-27 15:00:00,27.69554780219349,63.384163640733746,7.226672091372196,4.204058318837374,0.927733279086278,True
2025-12-27 16:00:00,29.218149519707183,62.692634668871584,5.0028281305613085,4.160645696768657,0.9499717186943869,True
2025-12-27 17:00:00,25.61063221258393,67.22709999328,4.247680630792064,3.606518783455128,0.9575231936920794,True
2025-12-27 18:00:00,27.467087504282595,58.25117474485843,87.48540534748795,3.434139073537798,0.12514594652512046,True
2025-12-27 19:00:00,22.09625170714388,73.68478786892325,96.07180413529416,3.875890220641716,0.0,False
2025-12-27 20:00:00,24.064490548005566,70.89641007911769,89.07409587441869,5.307441254721992,0.0,False
2025-12-27 21:00:00,17.567111619935574,85.4711302144556,84.17793309736413,3.6091111882554756,0.0,False
2025-12-27 22:00:00,20.39121958488594,82.14160831015816,94.8815199011444,4.636942570326686,0.0,False
2025-12-27 23:00:00,20.720575704785887,81.20867885471934,95.24735815174452,3.1914663270685644,0.0,False
2025-12-28 00:00:00,17.612702371329227,85.55588988970058,97.1838365010482,1.7577532886407286,0.0,False
2025-12-28 01:00:00,14.282371499782787,90.55977682514364,1.1660637386480084,0.5424137571277778,0.0,False
2025-12-28 02:00:00,16.503573202961448,92.92470823037826,12.032576030314933,3.3417621729447315,0.0,False
2025-12-28 03:00:00,18.176779767308627,72.19051722124837,16.29357815406542,2.547969510511329,0.0,False
2025-12-28 04:00:00,17.670831813114003,84.67921757023979,13.35238852513178,2.413736143512934,0.0,False
2025-12-28 05:00:00,25.436873504574205,71.4250560935134,0.9984441778907147,1.3792943293551512,0.0,False
2025-12-28 06:00:00,25.130050967026285,66.73762761237495,22.647301237898063,3.117484315676537,0.7735269876210193,True
2025-12-28 07:00:00,26.13811282435253,69.39918695832648,26.307151989203362,2.867947813453989,0.7369284801079664,True
2025-12-28 08:00:00,28.220808973078864,58.47562216709696,15.40537231688234,2.033879958743629,0.8459462768311766,True
2025-12-28 09:00:00,28.916332308469027,54.99610722333508,14.06982063051965,4.202158774498632,0.8593017936948035,True
2025-12-28 10:00:00,33.77627429064601,60.04893345421496,10.620327961372055,3.5229328667277486,0.8937967203862794,True
2025-12-28 11:00:00,32.377988807722005,49.526841858094116,13.612264123400069,4.056685665989246,0.8638773587659994,True
2025-12-28 12:00:00,34.679543430066026,48.99508913810255,98.66777043580528,4.204534696573763,0.013322295641947193,True
2025-12-28 13:00:00,33.011408644837616,62.88120542126441,4.594904304702098,2.862598507953,0.954050956952979,True
2025-12-28 14:00:00,32.77243398910114,53.592856450794855,11.804290608345077,4.135098905179827,0.8819570939165493,True
2025-12-28 15:00:00,31.013843531247566,58.66459164209629,2.5496382585838955,3.7395452842131762,0.974503617414161,True
2025-12-28 16:00:00,31.034311841888112,58.28452346082886,13.255310787079308,4.122379923698633,0.8674468921292069,True
2025-12-28 17:00:00,26.061603896865197,73.3556287132667,14.047645862593782,5.471410270438138,0.8595235413740622,True
2025-12-28 18:00:00,24.11148445536161,78.12869076616931,8.930070432711485,4.144219173175588,0.9106992956728851,True
2025-12-28 19:00:00,22.574713315573007,73.73699935343963,13.991668339845935,4.19149563659742,0.0,False
2025-12-28 20:00:00,19.90355894310568,91.0130585800209,21.473118069513838,6.009187844604184,0.0,False
2025-12-28 21:00:00,19.4302136457966,86.62954114762547,20.877043087124587,5.635040819410385,0.0,False
2025-12-28 22:00:00,20.251217145996897,83.377174721531,10.511771652764924,3.907836728287625,0.0,False
2025-12-28 23:00:00,18.210064827612896,82.10410159500215,12.767383984348612,4.528386370682667,0.0,False
2025-12-29 00:00:00,17.955606389239637,95.0,13.141944722651628,2.4610292535553078,0.0,False
2025-12-29 01:00:00,15.781173735483328,89.12026349617508,22.113168670345914,2.6522836694823697,0.0,False
2025-12-29 02:00:00,18.841376219931178,84.3923149195517,26.94567692255368,1.7885785947108366,0.0,False
2025-12-29 03:00:00,19.735794058277712,79.23137218563666,28.249997743229937,1.72038579050867,0.0,False
2025-12-29 04:00:00,21.099789317404916,78.55291279536472,13.983102935687846,3.4638084024899682,0.0,False
2025-12-29 05:00:00,22.93366369604762,71.31096356385412,13.811503933927707,1.239939418273613,0.0,False
2025-12-29 06:00:00,25.21137656654067,70.60233799313404,31.073521423750996,2.07999681938624,0.68926478576249,True
2025-12-29 07:00:00,26.312262971042035,65.06652029035348,22.451350147829253,2.899903411208378,0.7754864985217074,True
2025-12-29 08:00:00,29.71715935133727,56.31640705230298,7.147320630965698,3.1980341500781777,0.9285267936903431,True
2025-12-29 09:00:00,27.141405530063274,61.54669891925023,17.730356767423473,3.340643684588125,0.8226964323257653,True
2025-12-29 10:00:00,33.69225749634691,53.14655901076942,11.966082365821421,3.2112505049800633,0.8803391763417858,True
2025-12-29 11:00:00,30.321498291131956,62.46101054655065,20.708923577496563,4.795941109597867,0.7929107642250344,True
2025-12-29 12:00:00,35.00363023477306,46.219446260384245,18.253440206927134,2.4263032723192577,0.8174655979307286,True
2025-12-29 13:00:00,31.652267430653804,54.11464775522,25.080991286221224,3.4221024218553344,0.7491900871377878,True
2025-12-29 14:00:00,30.456057566023752,56.00141895155213,25.010914321456482,3.5217141919525177,0.7498908567854352,True
2025-12-29 15:00:00,31.032295060563403,57.82893642587607,13.096477987519359,4.858030473377334,0.8690352201248064,True
2025-12-29 16:00:00,29.826134257671836,69.46748668754844,16.125314848013417,3.2157477648672934,0.8387468515198658,True
2025-12-29 17:00:00,24.142192525939205,73.62645423448957,17.236951260933914,2.381779189783145,0.8276304873906608,True
2025-12-29 18:00:00,24.138228489701582,78.05073040099262,12.675854618696983,3.638815872458051,0.8732414538130301,True
