timestamp,carbon_intensity,renewable_percentage,fossil_fuel_percentage,grid_price_per_kwh,is_peak_hour,is_weekend
2025-12-27 10:00:00,530.7264118411499,44.87893135980835,55.12106864019165,6.550270601513782,True,True
2025-12-27 11:00:00,472.976327252441,54.50394545792649,45.49605454207351,5.912534096317748,False,True
2025-12-27 12:00:00,438.8529102995626,60.19118161673956,39.80881838326044,5.837273679337066,False,True
2025-12-27 13:00:00,369.59464020567833,71.73422663238695,28.26577336761305,4.480765629081011,False,True
2025-12-27 14:00:00,387.46934452790805,68.75510924534866,31.244890754651337,4.8189952991420215,False,True
2025-12-27 15:00:00,449.81967496210774,58.36338750631538,41.63661249368462,5.281332808316458,False,True
2025-12-27 16:00:00,418.46459183177427,63.58923469470429,36.41076530529571,5.740513933439537,False,True
2025-12-27 17:00:00,467.2595186663326,55.456746888944565,44.543253111055435,6.102578780032615,False,True
2025-12-27 18:00:00,556.9116827467725,40.51471954220458,59.48528045779542,6.893712265519264,True,True
2025-12-27 19:00:00,547.702892118677,42.0495179802205,57.9504820197795,6.150959764406893,True,True
2025-12-27 20:00:00,558.0775119099281,40.32041468167864,59.67958531832136,6.12193479115876,True,True
2025-12-27 21:00:00,521.4461199252303,46.425646679128285,53.574353320871715,6.157586935268869,True,True
2025-12-27 22:00:00,566.4826426523231,38.91955955794615,61.08044044205385,6.860934527334256,True,True
2025-12-27 23:00:00,422.4236679189124,62.929388680181276,37.070611319818724,5.374882127240625,False,True
2025-12-28 00:00:00,499.83393941125524,50.02767676479078,49.97232323520922,7.08935732713578,False,True
2025-12-28 01:00:00,477.55499031871864,53.74083494688022,46.25916505311978,5.855494526743005,False,True
2025-12-28 02:00:00,501.0307868928958,49.828202184517366,50.171797815482634,5.198256003331139,False,True
2025-12-28 03:00:00,418.3952482698609,63.6007919550232,36.3992080449768,5.462861215505758,False,True
2025-12-28 04:00:00,483.5713010191327,52.738116496811216,47.261883503188784,5.086963192812146,False,True
2025-12-28 05:00:00,513.9365772033256,47.67723713277907,52.32276286722093,6.953842600512681,False,True
2025-12-28 06:00:00,536.4509689643924,43.9248385059346,56.0751614940654,6.803194393700819,True,True
2025-12-28 07:00:00,579.8097746045506,36.69837089924156,63.30162910075844,7.078540465958795,True,True
2025-12-28 08:00:00,542.0916840286476,42.98471932855873,57.01528067144127,6.3585697195420705,True,True
2025-12-28 09:00:00,554.1632243791316,40.97279593681139,59.02720406318861,6.362119141142379,True,True
2025-12-28 10:00:00,458.41379986700485,56.93103335549918,43.06896664450082,6.039799532629109,True,True
2025-12-28 11:00:00,411.62565017137507,64.72905830477083,35.27094169522917,5.249828853001735,False,True
2025-12-28 12:00:00,444.0880221353606,59.31866297743991,40.68133702256009,4.713375364212837,False,True
2025-12-28 13:00:00,380.08159226874915,69.98640128854181,30.013598711458187,5.978549193792027,False,True
2025-12-28 14:00:00,417.87306736076295,63.687822106539514,36.312177893460486,4.812462476763167,False,True
2025-12-28 15:00:00,427.00373196654687,62.16604467224218,37.83395532775782,4.4998838384789135,False,True
2025-12-28 16:00:00,483.4688622611191,52.75518962314681,47.24481037685319,6.007300528827089,False,True
