timestamp,temperature,humidity,cloud_cover,wind_speed,weather_condition
2026-01-26 09:24:00,28.831644351947237,59.00418820374693,50.53667477337721,2.427861593455812,Clear
2026-01-26 12:24:00,23.654014425655728,63.63312022919595,25.80137671328213,4.307289608314244,Clear
2026-01-26 15:24:00,25.404412420336367,71.91509469995432,29.013826203052133,2.7443108134943675,Clear
2026-01-26 18:24:00,27.494548126836523,67.8868877572642,54.666698389346685,3.594605561944164,Clear
2026-01-26 21:24:00,32.98908833806344,70.74621187228473,52.03586657577791,4.8039298077919375,Clear
2026-01-27 00:24:00,31.25212921421986,73.28721440509597,20.637850233389763,3.8238429854359968,Rain
2026-01-27 03:24:00,31.872736602734285,65.13206512042014,61.68026138496967,3.597703045285293,Clear
2026-01-27 06:24:00,28.097904798947365,65.13839044600239,34.42564875046049,2.912318551145431,Clouds
2026-01-27 09:24:00,25.297902888147362,64.03302837696324,70.30722202189871,2.3944478452498097,Clear
2026-01-27 12:24:00,25.472450012070706,72.78912930518669,29.30357479882016,2.314473433433258,Clouds
2026-01-27 15:24:00,27.80757564972611,60.796813359255545,60.83042368423031,2.8761839823437,Clouds
2026-01-27 18:24:00,27.28628540402926,56.98155384438942,43.988749913061845,3.7171154025490774,Rain
2026-01-27 21:24:00,31.749091466817802,59.28773700640118,73.45605037561937,4.168672779500103,Rain
2026-01-28 00:24:00,33.24217724248884,73.18753721317829,31.545477994833178,2.5909142541599284,Clouds
2026-01-28 03:24:00,29.50520083399952,60.5288849407338,39.47810624147008,3.744765792684934,Rain
2026-01-28 06:24:00,30.365743091491414,62.102641661969606,66.61640483485486,3.4192629600228486,Clouds
2026-01-28 09:24:00,28.115221450793825,57.49326506154066,79.80181086329193,4.95706056709132,Rain
2026-01-28 12:24:00,26.03458249165963,68.99123074363563,52.256045677663444,3.84538263522027,Clear
2026-01-28 15:24:00,26.134703040036676,55.922262272866746,75.58172194127296,2.1760120096694133,Clear
2026-01-28 18:24:00,28.716688231430595,57.26971267996688,29.70227443920397,4.016250206612488,Clouds
2026-01-28 21:24:00,32.93439456367091,60.32547445103875,26.92992419587906,4.622574673925726,Rain
2026-01-29 00:24:00,31.175799082467353,60.74882960237326,43.44850498066118,3.1835311697984974,Rain
2026-01-29 03:24:00,32.480413275772236,68.04703850685827,68.16266666847966,3.647133244732113,Clouds
2026-01-29 06:24:00,30.09204568219813,65.39163514725541,47.37773595820762,2.0870316107010276,Clear
2026-01-29 09:24:00,27.574508982300003,56.75875653270432,21.446292128470034,3.037545572965355,Clouds
2026-01-29 12:24:00,24.435551172224457,56.38692996178442,66.9479271389871,2.7670987156934124,Clouds
2026-01-29 15:24:00,25.922014247109388,55.327645028462214,57.262299909573485,4.459649919557215,Rain
2026-01-29 18:24:00,27.125770516520664,63.77975008408875,57.72198178463226,4.6915301888378735,Clouds
2026-01-29 21:24:00,29.631218224519596,59.14711824771673,64.30989133997986,3.426357539348877,Clear
2026-01-30 00:24:00,31.851306819310228,57.2355834875759,64.97538356391034,4.671322164731928,Clouds
2026-01-30 03:24:00,31.51579540532747,67.05648258508006,66.94071708312282,2.2717767060543923,Rain
2026-01-30 06:24:00,27.380210131704466,66.22359486623151,58.95304368405078,4.6861779604471865,Clouds
2026-01-30 09:24:00,25.58214143331453,69.57673850276493,49.78703944751778,4.519612192459163,Clouds
2026-01-30 12:24:00,23.34346910583717,62.38403084266593,33.39590697831191,4.759686370996494,Clear
2026-01-30 15:24:00,25.33594828739652,64.29906112908837,60.026952053008046,2.5284463812578806,Clouds
2026-01-30 18:24:00,27.789741091134708,58.893192936420235,44.31765170525382,3.5831540162340034,Rain
2026-01-30 21:24:00,29.01925345983357,56.66391239156505,63.41812089127549,2.791613443201898,Rain
2026-01-31 00:24:00,31.640384027882394,64.17902764059922,77.12699038189334,2.249446820032613,Clear
2026-01-31 03:24:00,32.18168021703005,65.0285000340895,58.46912568698628,3.50440036743589,Rain
2026-01-31 06:24:00,29.802568859705755,59.70113476332672,75.52960281291442,3.9273744687446026,Clear
